1,14.931750656078652
1.1,15.402030684713676
1.2,15.839975250422416
1.3,16.250428789380177
1.4,16.637196332604475
1.5,17.00332367371002
1.6,17.351288642353143
1.7,17.683135412269383
1.8,18.000571121435662
1.9,18.30503686118154
2.0,18.597760809100173
2.1,18.879798655426708
10,30.36333575311567
11.1,31.3467066957218
12,32.10208774437611
17.65,36.105254866826485
19,36.91981603447494
21.2,38.15946252598852
23,39.103320014684854
31.3,42.829901581127345
41.4,46.40390165640489
51.5,49.29764962171837
52.78,49.62794211910253
61.6,51.72663828056466
62,51.81523928728164
67,52.88092882536885
71.7,53.818271061288726
73,54.06755052931358
73.8,54.21892519653934
81.8,55.65435420347878
91.9,57.290531632022955
93,57.45844923860177
100,58.48531815573199
100.0,58.48531815573199
198.2,68.39525523953986
358.9,77.45098875528039
992.3,94.81217062772711
1000,94.95667339882182
10000,151.69432465331204
10039,151.82009669449377
100000,253.96327338897237
1000000,445.4892153253983
